Order,ID,Archive_ID,Title,URL,Snippet,Phrase,HasPhrase,SpeakerVisible,HandsVisible,HandsVisibleGenerous,HandsFree,HandsFreeGenerous,Aspect,Agent,Animacy,Negated,Contrasted,SpeakerName,Duplicate,NonNative,HandsMoving,NounPlural,ContextMove,WhichHand,HandConfig,PalmOrientation,MovementVertical,MovementHorizontal,MovementSagittal,Duration,StrokeDuration,OfInterest,Comments
1234,1273,CSPAN_20120323_180000_Politics__Public_Policy_Today,"Politics & Public Policy Today : CSPAN : March 23, 2012 2:00pm-8:00pm EDT",https://archive.org/download/CSPAN_20120323_180000_Politics__Public_Policy_Today/CSPAN_20120323_180000_Politics__Public_Policy_Today.mp4?t=8749/8809?ignore=x.mp4,". i fought my entire life, as you have, i know, to raise the standards of women. we see -- and i have seen at the secretary of state say this many times, where women are in positions of power, they have much more peaceful situations, in most countries. and in this committee. that's right. we may be the only bipartisan committee around here, but that is what happens when women are in charge. well, we will let that go. let me just say, i am very concerned about potential cuts in the operation of yuen women as it moves forward with its work. president obama requested $7.9 million for united nations women for 2013. i am hoping that number stands or increases. could you share with us how that funding will be used and does it include a contribution to the united nations trust fund to end violence against women? i am so interested in the work of this committee. i can remember visiting kenya with secretary of state clinton and as we visited the michael enterprise project, which was really important to the individual communities, some of the men, with all due respect to the good men in this co",raise_the_standards,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,818,KYW_20150820_110000_CBS_This_Morning,"CBS This Morning : KYW : August 20, 2015 7:00am-9:01am EDT",https://archive.org/download/KYW_20150820_110000_CBS_This_Morning/KYW_20150820_110000_CBS_This_Morning.mp4?t=5049/5109?ignore=x.mp4," get the big picture. >> yeah. >> whole foods. >> >> whoil foods raised the standard for every grocery store. it's not something that everyone can access. they joked about whole paycheck. they talk about where their food comes from, not buying a lot of fish and taking care of warewhere their poultry comes from and things like that and now they're starting a chain call third degree 65 with lower prices. it will be very interesting to see what that looks like. >> the important thing also is check those places where they actually want to do good versus those places where it's just for p.r. >> as a whole it's very interesting. thank you, leigh. >> thanks yore having >>> good morning, i'm nicole brewer. and, the phillies have finally pulled the trigger on the trade of long time fan favorite chase utley. the chasings to the dodgers for pair of minor leaguers. the utley tipped his hat to fans leaving the field last night, in 13 years as a philly, he made nl all-star team five times and played on the 2008 world series champion team and he will be reunited with his former phillies teamm",raise_the_standards,yes,yes,both,both,both,both,non-progressive,other,unclear,no,no,NA,no,NA,yes,no,NA,both,open,up,up,NA,NA,NA,NA,yes,NA
1236,1220,SFGTV_20170104_170000_Municipal_Transportation_Agency_1316,"Municipal Transportation Agency 1/3/16 : SFGTV : January 4, 2017 9:00am-1:01pm PST",https://archive.org/download/SFGTV_20170104_170000_Municipal_Transportation_Agency_1316/SFGTV_20170104_170000_Municipal_Transportation_Agency_1316.mp4?t=1695/1755?ignore=x.mp4," since the rule making began repeatedly calling for the cpuc to raise the standards for the mandates for the medallion holders and criminal background checks anddmv and encouragement of lower chore assessable vehicles and say frustrating very little of what we've requested and few have brink adopted by the cpuc and few by the legislature has circumvented and we'll continue to push the cpuc and the dmv to make sure they'll operate safely we don't have regulation over them but, but to push to make sure they are safe operating on the street and pushing for a level playing field that was in the news a lot i wanted to acknowledge that with regard to the muni brt the images from the local artists the contest was small san francisco boost will be displayed on one hundred buses around the city 53 were submitted and - and it is a great way to be supporting local artists through the program the second year in a row and then finally i promise finally the arrival of our first new light rail is scheduled to happen this month where this couldn't be more pleased that is arriving not in service right aw",raise_the_standards,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,748,CNNW_20130409_110000_Starting_Point,"Starting Point : CNNW : April 9, 2013 4:00am-6:00am PDT",https://archive.org/download/CNNW_20130409_110000_Starting_Point/CNNW_20130409_110000_Starting_Point.mp4?t=3724/3784?ignore=x.mp4," investment that is flowing in, it raises the standard of living in kaesong and this is shut down. this will have an impact. the people in kaesong will not be very happy about it. >> 13 of the 123 companies who are manufacturing at kaesong have shut down operations because they ran out of goods to process. now, if the facility is shut all the way down, it's going to hurt south korean businesses, but really would only be a ripple in south korea's economy, which is, in fact, the fourth large nest asia. for north koreans, it will be loss of jobs and a steady, dependable flow of hard currency. jim clancy, cnn, seoul. >> let's talk more about the increasingly tense situation with congressman peter king, a republican from new york. a member of the intelligence committee and the homeland security committee and congressman king, you heard the warnings warning foreigners in south korea to get out. the threat of all-out war, you think americans in seoul, in south korea should be concerned? and how should they respond to provocation at this point? >> first of all, i would suggest that americans in sout",raise_the_standards,yes,yes,neither,neither,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,898,MSNBCW_20131130_130000_Up_WSteve_Kornacki,"Up W/Steve Kornacki : MSNBCW : November 30, 2013 5:00am-7:01am PST",https://archive.org/download/MSNBCW_20131130_130000_Up_WSteve_Kornacki/MSNBCW_20131130_130000_Up_WSteve_Kornacki.mp4?t=4315/4375?ignore=x.mp4," bubble. i think we want the only. you can have laws that impose higher men mum wage, that will raise the standard to an extent. to get us a sustainable labor market where you get real returns to workers, not just to capital, we need to close this gap. >> it's interesting, few look at those numbers, there is some silver lining for the president if you will, there are some suggestion the economy is doing a little better. the dow is over 16,000 nasdaq reached 14,000. for the first time in years ago it's down. retail establish . think people have numbers that do farewell for the president. i think it goes back to this disparity we are hearing about these folks doing better, there are so many people sort of at the lowest rungs economically of our society. >> we talk about those protests at wal-mart. it wasn't just the fact that they are opened on thanksgiving, they are opened at midnight on black friday. it's about the wages, wal-mart workers are being paid and states are setting. there is movement on the state level. we will pick that up right after this. you get your hair cut here. . >> so we started t",raise_the_standards,yes,yes,one,both,both,both,non-progressive,other,inanimate,no,no,NA,no,NA,yes,yes,NA,L,open,inward,NA,right,NA,NA,NA,NA,NA
1239,634,KQED_20131224_230000_PBS_NewsHour,"PBS NewsHour : KQED : December 24, 2013 3:00pm-4:01pm PST",https://archive.org/download/KQED_20131224_230000_PBS_NewsHour/KQED_20131224_230000_PBS_NewsHour.mp4?t=2554/2614?ignore=x.mp4," very legitimate effort to try to raise the standards so the work ask more interesting and relevant to their lives. that's being conflated with the larger fatigue with testing. i understand why that's happening. but it is -- like everything is kind of coming together and it may not be the same thing so the idea of behind the common core was to try to have smarter tests that are more like the, less like the dumb multiple choice questions. we don't have those yet. they're coming out next year. in the void here is a lot of anxiety, a lot of distrusts which is built upon years of fighting. >> does that mean that the whole school reform movement politically speaking as well as culturally speaking has slowed in some way? >> i think in some places it certainly has if you look at new york city, for example. it's going to take a very savvy politician to continue on some of these track, is that adapts them, instead of more tests have fewer, smarter tests to try to get some buy in from people who are understandably just leery of all of this. try to get the trust back. one encouraging thing tha",raise_the_standards,yes,yes,one,one,one,one,non-progressive,other,inanimate,no,no,amanda ripley,no,no,yes,NA,NA,R,halfway,down,up,NA,front,NA,NA,NA,NA
1240,114,WUSA_20160203_063700_ET_Entertainment_Tonight,"ET Entertainment Tonight : WUSA : February 3, 2016 1:37am-2:08am EST",https://archive.org/download/WUSA_20160203_063700_ET_Entertainment_Tonight/WUSA_20160203_063700_ET_Entertainment_Tonight.mp4?t=612/672?ignore=x.mp4,". inspired a business in cleveland. and raised the standard for easy homemade family meals. toheday ghr hi an sts dardlive on. it's why we use freshly made pasta in our lasagna. topped with real mozzarella and aged parmesan. and no preservatives. just a delicious meal you can feel good about serving your family. made with love. the way mrs. stouffer made it. stouffer's®. made for you to love™. >>> country sts steppe for the recording academy national grammy nominees special it's the little things in life that make me smile. spending the day with my niece. i don't use super poligrip for hold, because my dentures fit well. before those little pieces would get in between my dentures and my gum and it was uncomfortable. even well fitting dentures let in food particles. just a few dabs of super poligrip free is clinically proven to seal out more food particles so you're more comfortable and confident while you eat. so it's not about keeping my dentures in, it's about keeping the food particles out. try super poligrip free. >> lady gaga stunned at the golden globes. she's headed to the",raise_the_standards,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,357,WABC_20160129_210000_Eyewitness_News_First_at_4,"Eyewitness News First at 4 : WABC : January 29, 2016 4:00pm-5:00pm EST",https://archive.org/download/WABC_20160129_210000_Eyewitness_News_First_at_4/WABC_20160129_210000_Eyewitness_News_First_at_4.mp4?t=1613/1673?ignore=x.mp4," community and research facilities, but raise the standard of health care. north shore-lij is now northwell health. >>> now, new york's number one news, channel 7 eyewitness news. >>> and recapping our top stories, a group of longshoremen have walked off the job at several ports in new york and new jersey. it's all part of an ongoing labor dispute. no shipments are being accepted. >> and police in southern california have captured one of the three inmates who escaped from jail last week. duong turned to a man on the street saying he wanted to turn himself in. the other two escapees are still on the loose. >>> and also new this half hour, a teacher from new jersey in court today on charges he sexually assaulted a young student. that student is just 10 years old. >> new jersey reporter toni yates is in patterson with the details. >> reporter: he's a 36-year-old gym teacher, edward clark, and his attorney says clark insists he did nothing to that child. sat at first with his face in his hands, awaiting his turn before the judge. patterson police investigated this complaint made by th",raise_the_standards,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,852,CSPAN3_20150226_080000_Key_Capitol_Hill_Hearings,"Key Capitol Hill Hearings : CSPAN3 : February 26, 2015 3:00am-5:01am EST",https://archive.org/download/CSPAN3_20150226_080000_Key_Capitol_Hill_Hearings/CSPAN3_20150226_080000_Key_Capitol_Hill_Hearings.mp4?t=843/903?ignore=x.mp4," that raise the standards, we're in trouble. now, i'll tell you right now, labor standards, environment standards, business standards are all going to be written into this agreement in ways that they haven't been previously. i was involved in the effort to open up the embargo with george hw bush and then ultimately the normalization. and i've seen the transformation that's taken place. people are living a higher standard of living. people have the right to strike. they do strike. there are labor rights. it's not as uniform as in the united states, but a huge transformation is taking place. and there's no question in my mind that being able to implement this will be a game changer for people's attitudes and possibilities as we go forward in the future. >> thank you, mr. secretary. again, although we asked pointed questions, we wish you the best of luck and are very proud of the hard work that you're doing even though we may have some disgreemts. i'd like to respectfully disagree with you. i believe what the difference was was not that the world wasn't so complicated. but tha",raise_the_standards,yes,yes,both,both,both,both,non-progressive,other,inanimate,no,no,john kerry,no,no,yes,yes,NA,both,open,up,up,NA,NA,NA,NA,yes,NA
1243,980,CSPAN3_20160603_190000_Politics_and_Public_Policy_Today,"Politics and Public Policy Today : CSPAN3 : June 3, 2016 3:00pm-5:01pm EDT",https://archive.org/download/CSPAN3_20160603_190000_Politics_and_Public_Policy_Today/CSPAN3_20160603_190000_Politics_and_Public_Policy_Today.mp4?t=5221/5281?ignore=x.mp4, the standards for the overall nonproliferation regime. i recently joined senator cantwell and other senators in writing a letter to president obama that detailed the number of steps the administration could take to do that. one of these would be to expand the worldwide application of the additional protocol chrks provides the iaea with enhanced inspection rights including the right to inspect a country's entire fuel cycle and to conduct environmental sampling beyond declared facilities. iran signed its additional protocol agreement with the iaea in 2003. and under the jcpoa it has agreed to implement it fully. what steps is the administration taking to encourage all mpt parties to sign and implement additional protocol agreements with the iaea? >> thank you for the point on the additional protocol and iaea. the commitment by iran to provisionally apply the additional protocol and then ultimately to accept fully the additional protocol is in a world of nonproliferation a huge deal. and indicates that the iaea will have enhanced capabilities to measure and track iranian compliance not,raise_the_standards,yes,yes,neither,neither,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,62,WHUT_20121106_130000_Tavis_Smiley,"Tavis Smiley : WHUT : November 6, 2012 8:00am-8:30am EST",https://archive.org/download/WHUT_20121106_130000_Tavis_Smiley/WHUT_20121106_130000_Tavis_Smiley.mp4?t=1044/1104?ignore=x.mp4," raise the standard of living at home so people can consume more. the other is to go overseas to find markets. the united states are going overseas, and we begin to build our empire. we build our empire in the philippines, especially in the spanish-american war, and what do we do with? we slaughter people. that is a crucial turning point, because that is where they look at trying to change. it goes against our tradition. it goes against our republic, and we see a gradual dilution of liberties and also an expansion of a militaristic mindset, which is a flip side of empire. tavis: i am glad you said that. to my mind there are at least three overarching themes as they go through this text. one of them is militaristic, because dr. king talked about three evils, and one of his three evils is militarism, and during his lifetime he called the united states the greatest purveyor of violence in the world today. let's start with this notion of militarism. i want to go back to this last debate about foreign policy, and i do not want to talk about the differences between obama and romney on forei",raise_the_standards,yes,yes,one,both,both,both,non-progressive,other,animate,no,no,peter kuznick,no,no,yes,yes,NA,both,open,inward,up,NA,NA,NA,NA,NA,NA
1245,807,CSPAN2_20160822_125900_Key_Capitol_Hill_Hearings,"Key Capitol Hill Hearings : CSPAN2 : August 22, 2016 8:59am-11:00am EDT",https://archive.org/download/CSPAN2_20160822_125900_Key_Capitol_Hill_Hearings/CSPAN2_20160822_125900_Key_Capitol_Hill_Hearings.mp4?t=853/913?ignore=x.mp4," type of government benefits that actually raises the standard of living above the poverty line. the official census of would consider them still to be poor. it also doesn't cover taxes sake of someone who is above the poverty line as far as their income of their take home pay would taken below and we consider them not poor. it's just a bad measured all the way around. much better are some of the alternative poverty measures. the census bureau has its own alternative measure to a number of social scientists have developed measures as what takes these benefits into account. i think they do a much better job of measuring poverty. one we like particularly here is the myers sullivan supplement poverty measurement and would look at that because it does take into account the valley of non-cash benefits that individuals receive. once again this is the brown line of the measurements you see and again after what we see there was a trend downward from the war on poverty downward. there was a trend downward in terms of poverty, and that trend continued after welfare reform, sort of the same wha",raise_the_standards,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,503,CNNW_20130528_200000_The_Lead_With_Jake_Tapper,"The Lead With Jake Tapper : CNNW : May 28, 2013 1:00pm-2:01pm PDT",https://archive.org/download/CNNW_20130528_200000_The_Lead_With_Jake_Tapper/CNNW_20130528_200000_The_Lead_With_Jake_Tapper.mp4?t=543/603?ignore=x.mp4," lawsuits will raise the standards of cruise safety so they don't have to spend all this money giving it to passengers who sue. is your theory bearing out? are we seeing that result? >> well, i think we will see the result. our first trial of the costa concordia tragedy is july 23rd and we're asking for american values for the value of life of those passengers. i think once we see those values come in then you'll see the insurance industry respond and require this industry to enact and invest into safer regulations just like the airline industry is now. >> it's amazing. you see these incidents happen every three weeks there is another horrible incident and there is going to be some horrible disaster before someone does something about this. hopefully i'm wrong. >> thank you. thank you so much for your time. if you're worried about eating genetically altered food you are not alone. what can you do to make sure you don't eat it? it turns out nothing. you can thank congress for that. our national lead continues next. >>> plus what is a little scandal involving allegations of smoking crack when",raise_the_standards,yes,yes,neither,neither,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,193,MSNBC_20110128_220000_Hardball_With_Chris_Matthews,"Hardball With Chris Matthews : MSNBC : January 28, 2011 5:00pm-6:00pm EST",https://archive.org/download/MSNBC_20110128_220000_Hardball_With_Chris_Matthews/MSNBC_20110128_220000_Hardball_With_Chris_Matthews.mp4?t=1292/1352?ignore=x.mp4," for more democracy and speed actions combat unemployment, raising the standard of living and fighting poverty and addressing corruption. i am fully aware of these lawful aspirations of the egyptian people and i am also aware of the degree of their sufferings to which i'm always attached and working day after day. however, the problems facing us and the goals sought by us cannot be achieved through violence, nor chaos. they can only be achieved by national dialogue and conscious, concerted, genuine efforts. the youth of egypt -- and egypt looks to them to deliver and urge them to steer away from those who entice chaos and looting public and private property. arsons. and knocking down what we have been building. i have a firm belief and convictions that we will continue our political, economic a and social reforms for a free democratic society embracing the modern principles and opening to the world. i have taken the side and will always be taking the side of the poor people of egypt. convinced that economy is too dangerous to be left to economists alone. i have always been key on direc",raise_the_standards,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,1002,MSNBCW_20131102_180000_MSNBC_Live,"MSNBC Live : MSNBCW : November 2, 2013 11:00am-1:01pm PDT",https://archive.org/download/MSNBCW_20131102_180000_MSNBC_Live/MSNBCW_20131102_180000_MSNBC_Live.mp4?t=4903/4963?ignore=x.mp4," the standards to the level of other type of health facilities. >> what we're doing is putting huge barriers in place between women and these services, in particular for low income and rural women. it's very concerning because it puts their health at risk. >> abortion rights advocates are now concerned this could fuel other states following texas' path. joining me now is sarah weddington, a former texas legislator who was one of the original lawyers to argue roe v. wade before the u.s. supreme court. she represents a texas woman who was denied an abortion in 1970. sarah, thank you for being with us today. you're very aware of this 30-mile limit. why is that number relevant? how does this provision make getting an abortion safer? >> it doesn't make it safer at all. and most of the people who were responsible for the legislation who passed it, they really want to do away with abortion availability whatsoever. they can't do that right now because of roe versus wade. so they're just thinking, what could we do to make it harder for women to have access to abortion? that's one of several ",raise_the_standards,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,111,WABC_20160126_053700_Nightline,"Nightline : WABC : January 26, 2016 12:37am-1:05am EST",https://archive.org/download/WABC_20160126_053700_Nightline/WABC_20160126_053700_Nightline.mp4?t=1415/1475?ignore=x.mp4," standard of health care, but raise the standard of health care. the north shore lij-health system is now northwell healths i've been a turkey farmer my whole life... and i raise turkey for shady brook farms . we don't use growth-promoting antibiotics, that's just the way things should be done. that's important to me. my name is glenn, and i'm an independent turkey farmer. (female announcer) shady brook farms . no growth-promoting antibiotics, >>> you know the record-setting snow storm churned out more than just snow, it sparked a social media storm as well. some ditching the slopes to",raise_the_standards,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,1019,CSPAN_20121120_220000_Public_Affairs,"Public Affairs : CSPAN : November 20, 2012 5:00pm-8:00pm EST",https://archive.org/download/CSPAN_20121120_220000_Public_Affairs/CSPAN_20121120_220000_Public_Affairs.mp4?t=9073/9133?ignore=x.mp4," opportunity, and raise the standard of living for billions from the world. down the other path is a balkanized internet that stunts opportunity for countless people all around the world, slower economy, less access to life changing innovation and health- care information, less freedom around world. let me describe three major threats that could put us on the wrong path for the future of global communications. the first big concern is proposals to create a new layer of international internet regulation, unprecedented proposal to have international bodies impose a heavy handed rules that would radically change the proven model with internet government. next month, the world conference of international telecommunications will convene and review what are called the international telecommunications regulations, a framework that has never applied to the internet. there is a lot at stake. the u.s. government has been preparing for a long time. there is no confusion about our bipartisan and unwavering position. to ensure continued investment and internet-driven economic growth and opportuni",raise_the_standards,yes,yes,neither,neither,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,97,KRCB_20120126_023000_Journal,"Journal : KRCB : January 25, 2012 6:30pm-7:00pm PST",https://archive.org/download/KRCB_20120126_023000_Journal/KRCB_20120126_023000_Journal.mp4?t=1570/1630?ignore=x.mp4,", raising the standard of living for the people there is one of the major challenges the new egypt faces. >> property was not shown by mubarak's media. no one saw it, and we were not allowed to film in four areas. no one is scared or ashamed of being poor and showing it. her message is, ""i am poor, but i try to make the best of it."" >> sees treated as a celebrity when she goes to the market. she says her fans might lack formal education, but that our biggest critics and tell her what they like and do not like. she invites fans into the studio. they bake cookies together and have a good time, and that makes for good tv. >> it does indeed. thanks for joining us for our look at the egyptian revolution one year on. captioned by the national captioning institute --www.ncicap.org--",raise_the_standards,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,653,WABC_20160222_110000_Eyewitness_News_This_Morning,"Eyewitness News This Morning : WABC : February 22, 2016 6:00am-7:00am EST",https://archive.org/download/WABC_20160222_110000_Eyewitness_News_This_Morning/WABC_20160222_110000_Eyewitness_News_This_Morning.mp4?t=655/715?ignore=x.mp4," researching bioelectronic look north to see how we're not just looking to raise our standard, but raise the standard of health care. ta >>> 6:13. and a soft-spoken new jersey street cleaner is speaking out about the punch that left him unconscious. cesar nejara is still recovering two months after becoming a victim of the so- called knockout game in paterson. the disturbing video of the december attacks showed up on the internet this month. through a translator and he said he cannot understand how or why someone would do this. >> he's like i'm just human. if i was to hit anybody, it would hurt me as much as it hurts them. to them it's a game, but to me it's real life. >> 18-year-old christian gonzalez surrendered to police. his attorney says the teen's the hit broke the victim's tooth and he wasn't able to eat solid food for more than a week. >>> a judge denying an emergency request by bill cosby's wife to postpone her deposition in a lawsuit brought by seven women who claim the economian sexually assaulted them. the deposition in a massachusetts hold is scheduled for later today. cosby's wife had hope",raise_the_standards,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,596,CNNW_20170803_200000_The_Lead_With_Jake_Tapper,"The Lead With Jake Tapper : CNNW : August 3, 2017 1:00pm-2:00pm PDT",https://archive.org/download/CNNW_20170803_200000_The_Lead_With_Jake_Tapper/CNNW_20170803_200000_The_Lead_With_Jake_Tapper.mp4?t=2883/2943?ignore=x.mp4,", dramatically increasing levels won't raise the standard of living for americans, in fact, it will likely accomplish the opposite making it harder for businesses, communities, and our overall economy to grow, prosper, and create jobs for american workers. what's your response? >> jake, we've had 40 years of mass migration in this country, the number of foreign-born persons in this country has not quadrupled in the 1970s. i don't think it's a coincidence in that time people with the high school degree or less have seen their wages fall. that's because when you have more unscaled and low skilled workers coming into this country, of course it's going to put pressure on working class wages, and it's going to take jobs away from some working americans. i think there's broad consensus that we need to reorient our legal immigration system to award green cards to the most talented and capable imgraduates who cannot just support themselves, but help create new businesses and new jobs for all americans. whether they're an ses or sos came over on the may flower or took the oath of citizenship last w",raise_the_standards,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,516,MSNBCW_20160318_000000_All_In_With_Chris_Hayes,"All In With Chris Hayes : MSNBCW : March 17, 2016 5:00pm-6:01pm PDT",https://archive.org/download/MSNBCW_20160318_000000_All_In_With_Chris_Hayes/MSNBCW_20160318_000000_All_In_With_Chris_Hayes.mp4?t=2668/2728?ignore=x.mp4," raised the standard for easy homemade family meals. today her high standards live on. it's why we use freshly made pasta in our lasagna. topped with real mozzarella and aged parmesan. and no preservatives. just a delicious meal you can feel good about serving your family. made with love. the way mrs. stouffer made it. stouffer's. made for you to love. woman:man: yes.a newspaper? woman: it's quaint. man: did you read about this latest cyber attack? woman: yeah, i read it on my watch. man: funny. woman: they took out the whole network. man: they had to hand out pens and paper. woman: yeah. man: could it happen to us? woman: no. we're okay. man: we are? woman: yeah, we brought in some new guys. man: what do they know that we don't? woman: that you can't run a country with pens and paper. it's not just security. it's defense. bae systems. >>> for too long paul ryan tried to have it both ways, giving trump occasionally a slap on the wrist each time he says something detestable, but always committing to support him at the end of the day. this is precisely the moral cowardess that allowed th",raise_the_standards,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,927,CSPAN_20140712_154500_National_Governors_Association_Meeting_Special_Session,"National Governors Association Meeting, Special Session : CSPAN : July 12, 2014 11:45am-1:16pm EDT",https://archive.org/download/CSPAN_20140712_154500_National_Governors_Association_Meeting_Special_Session/CSPAN_20140712_154500_National_Governors_Association_Meeting_Special_Session.mp4?t=3770/3830?ignore=x.mp4," should start with is raising the standard of living. the workforce innovation and opportunity act was just passed this week. it gives you greater ibility toand flex abilit do that. it recommends establishing a lineves to increase between education and the workforce. those are great ideas. building on those recommendations, you could also develop a single measure of return on investment for workforce and talent spending. you could use this to compare programs and also to show taxpayers the value of those programs. ,ou could create a unified enterprisewide budget for workforce and talent related programs. this would include workforce development, employment coming human services and education. it used that budget to get the greatest return you can. creating annsider executive level coordinating role. the bottom line is that states with an integrated and unified approach to talent, focused on a single outcome of increasing the standard of living will be better equipped to compete in the battle for talent. ultimately, it's about four tools. analytics, pipeline, pathways and focus. where a",raise_the_standards,yes,yes,neither,neither,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,766,CSPAN_20140413_171000_U.S._Agency_for_International_Development--Budget_Request,"U.S. Agency for International Development--Budget Request : CSPAN : April 13, 2014 1:10pm-2:36pm EDT",https://archive.org/download/CSPAN_20140413_171000_U.S._Agency_for_International_Development--Budget_Request/CSPAN_20140413_171000_U.S._Agency_for_International_Development--Budget_Request.mp4?t=2016/2076?ignore=x.mp4," far more self-sufficient over the long haul, is that correct? >> it absolutely does. >> it raises the standard of living. >> yes. >> how many more people could be served if we would move fully to this kind of program, which i think anybody would say from the standpoint of what we are trying to do makes more sense than what we are now doing, shipping u.s. products overseas to places and never building up the independence we would like to see happen over time areas how many more people would be served? >> this budget proposal calls for 25% likability in the program, and that correlates to 2 million additional children who would receive food at times of crisis. those are kids and women and men inside of syria, in oman, lebanon, central african republic, south sudan, and afghanistan. >> and if we didn't fully, how many more people would be served? >> i have not made a 100% estimate -- >> we think it is 7 million to 9 million more people each year who would be served if we moved away from the constraints we now have by ensuring that -- helping the local economies, which is what this is all about. we a",raise_the_standards,yes,yes,neither,one,neither,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,1104,FBC_20171107_110000_Mornings_With_Maria_Bartiromo,"Mornings With Maria Bartiromo : FBC : November 7, 2017 6:00am-9:00am EST",https://archive.org/download/FBC_20171107_110000_Mornings_With_Maria_Bartiromo/FBC_20171107_110000_Mornings_With_Maria_Bartiromo.mp4?t=1531/1591?ignore=x.mp4," 1567 couples. >> because they've raised the standard deduction in people at the low-end pay less, everybody does. if you make a million dollars company still had to go through those early stages. what they do as they clawed back. so once you make a certain amount of money, they start raising your rates above the 39 points takes to get it back. so your average tax rate goes up. what reagan taught us is that top marginal tax rate were incentives are created in the raising it. maria: dagen, would you think of this? the rate is obviously not tax rate. here's where the administration or house will push back and say. the only purpose which is a calibrated surtax at 1.2 million for couples, is to deny high income taxpayers the benefit of the 12% bracket. they just don't want to how you had to have been the exposure. dagen: may i translate? they are raising taxes -- raising rates on high in some america in trying to do it in a very sneaky way and they will give reported on. there are a few things republicans have done. they have given in to the class warfare language of the left. if not ",raise_the_standards,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA
